caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case463,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 11:53:02,172,0,2018-12-04 11:23:41
Case453,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 13:02:34,171,0,2018-12-04 12:18:14
Case464,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 13:18:32,172,0,2018-12-04 12:49:11
Case465,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 14:08:18,172,2,2018-12-04 13:38:49
Case466,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 14:26:35,173,0,2018-12-04 13:57:15
Case454,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 14:28:23,172,0,2018-12-04 13:44:02
Case465,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 14:53:11,173,1,2018-12-04 14:08:36
Case467,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 15:26:55,173,0,2018-12-04 14:57:34
Case377,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-04 16:48:32,172,1,2018-12-04 16:05:27
Case437,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-04 17:49:56,172,1,2018-12-04 17:04:48
Case468,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 18:24:30,173,2,2018-12-04 17:55:01
Case389,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-04 18:56:03,173,1,2018-12-04 18:12:55
Case455,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 19:04:22,173,0,2018-12-04 18:20:30
Case468,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 19:09:06,173,0,2018-12-04 18:24:48
Case424,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 20:15:06,172,2,2018-12-04 19:34:04
Case424,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-04 21:05:12,172,1,2018-12-04 20:21:39
Case423,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 00:10:50,172,2,2018-12-04 23:29:21
Case469,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 00:47:30,173,0,2018-12-05 00:18:14
Case421,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 01:39:11,172,0,2018-12-05 00:57:41
Case470,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 01:52:20,173,2,2018-12-05 01:23:27
Case470,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 02:36:12,172,0,2018-12-05 01:52:38
Case423,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 04:28:21,172,1,2018-12-05 03:44:55
Case471,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 05:14:14,173,2,2018-12-05 04:45:54
Case443,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-05 05:17:17,172,1,2018-12-05 04:33:20
Case471,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 05:58:10,173,0,2018-12-05 05:14:32
Case472,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 07:10:47,174,0,2018-12-05 06:41:32
Case449,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 07:53:30,173,2,2018-12-05 07:12:41
Case438,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 08:35:06,173,0,2018-12-05 07:54:13
Case423,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 08:43:14,173,0,2018-12-05 08:00:39
Case473,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 08:43:25,174,0,2018-12-05 08:14:11
Case439,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 09:31:16,172,0,2018-12-05 08:50:17
Case474,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 10:09:47,172,0,2018-12-05 09:40:32
Case449,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 10:46:30,172,0,2018-12-05 10:03:34
Case460,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 10:52:58,172,0,2018-12-05 10:08:35
Case475,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 12:08:53,172,0,2018-12-05 11:39:40
Case453,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 12:13:07,171,2,2018-12-05 11:32:10
Case476,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 12:28:05,173,1,2018-12-05 11:58:52
Case461,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 14:00:14,171,0,2018-12-05 13:16:09
Case462,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 14:31:44,171,1,2018-12-05 13:47:40
Case453,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 14:32:18,171,0,2018-12-05 13:49:21
Case477,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 14:36:01,171,0,2018-12-05 14:06:49
Case478,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 15:24:47,170,0,2018-12-05 14:55:34
Case442,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 15:44:19,170,1,2018-12-05 15:02:40
Case479,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 16:19:09,170,2,2018-12-05 15:50:05
Case442,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 16:27:37,169,0,2018-12-05 15:44:37
Case452,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 16:48:19,170,1,2018-12-05 16:08:13
Case479,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 17:03:04,170,0,2018-12-05 16:19:27
Case465,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 17:07:03,170,2,2018-12-05 16:22:40
Case454,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 17:14:27,169,0,2018-12-05 16:33:54
Case423,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 17:33:31,168,1,2018-12-05 16:51:15
Case480,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 17:51:23,168,2,2018-12-05 17:22:18
Case480,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 18:35:35,168,1,2018-12-05 17:51:41
Case449,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 21:27:44,168,0,2018-12-05 20:44:59
Case468,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 23:04:04,168,0,2018-12-05 22:19:58
Case481,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 23:09:30,169,0,2018-12-05 22:40:22
Case453,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-05 23:54:50,168,0,2018-12-05 23:12:05
Case424,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 00:35:10,168,1,2018-12-05 23:52:00
Case454,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 00:35:18,168,2,2018-12-05 23:52:17
Case482,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 00:54:59,169,0,2018-12-06 00:25:46
Case423,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 01:50:04,168,2,2018-12-06 01:07:29
Case423,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 02:33:03,168,0,2018-12-06 01:50:22
Case470,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 03:06:15,168,0,2018-12-06 02:22:23
Case423,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 03:41:04,168,1,2018-12-06 02:58:13
Case483,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 03:59:44,168,2,2018-12-06 03:30:25
Case399,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 05:00:33,168,2,2018-12-06 04:17:37
Case483,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 05:04:26,168,0,2018-12-06 04:20:03
Case484,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 05:42:22,168,0,2018-12-06 05:13:02
Case471,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 06:34:13,167,0,2018-12-06 05:50:23
Case449,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 06:35:21,167,2,2018-12-06 05:52:53
Case449,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 07:18:19,167,0,2018-12-06 06:35:39
Case454,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 07:25:32,167,1,2018-12-06 06:42:52
Case485,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 08:02:26,168,0,2018-12-06 07:33:09
Case454,Request For Payment REJECTED by BUDGET OWNER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 08:08:27,167,0,2018-12-06 07:25:50
Case334,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 08:39:16,168,2,2018-12-06 07:55:43
Case449,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 08:44:56,168,0,2018-12-06 08:02:03
Case486,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 08:54:39,168,0,2018-12-06 08:25:30
Case453,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 09:14:03,168,2,2018-12-06 08:31:30
Case487,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 09:36:14,167,0,2018-12-06 09:06:57
Case453,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 09:57:09,167,0,2018-12-06 09:14:21
Case488,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 10:23:53,167,2,2018-12-06 09:54:33
Case453,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 10:40:21,167,0,2018-12-06 09:57:27
Case488,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 11:39:40,166,0,2018-12-06 10:55:20
Case489,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 11:59:06,167,2,2018-12-06 11:29:46
Case489,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 12:43:49,167,1,2018-12-06 11:59:24
Case490,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 13:08:16,168,0,2018-12-06 12:39:01
Case491,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 14:16:40,168,2,2018-12-06 13:47:23
Case492,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 14:24:14,169,0,2018-12-06 13:54:59
Case460,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 14:43:34,169,0,2018-12-06 14:03:33
Case454,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 14:50:52,169,1,2018-12-06 14:08:09
Case423,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 14:56:37,169,3,2018-12-06 14:13:50
Case491,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 15:01:25,169,1,2018-12-06 14:16:58
Case493,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 15:51:32,168,2,2018-12-06 15:22:14
Case494,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 16:31:15,169,0,2018-12-06 16:02:01
Case479,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 16:32:00,168,0,2018-12-06 15:48:06
Case493,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 16:36:18,168,1,2018-12-06 15:51:50
Case417,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 17:25:53,168,2,2018-12-06 16:40:31
Case480,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 18:01:47,168,0,2018-12-06 17:17:43
Case495,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 18:33:56,167,0,2018-12-06 18:04:41
Case423,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 19:09:42,167,1,2018-12-06 18:26:59
Case423,Request For Payment APPROVED by BUDGET OWNER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 19:52:49,166,1,2018-12-06 19:10:00
Case437,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 20:02:54,166,2,2018-12-06 19:18:28
Case377,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 20:05:01,166,3,2018-12-06 19:21:01
Case449,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 20:15:44,166,2,2018-12-06 19:32:57
Case443,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-12-06 21:04:40,164,2,2018-12-06 20:20:55
Case496,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 21:12:35,165,0,2018-12-06 20:43:30
Case497,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 21:23:39,166,1,2018-12-06 20:54:36
Case389,Payment Handled,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-12-06 22:39:54,163,2,2018-12-06 21:56:16
Case498,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 23:21:55,163,3,2018-12-06 22:52:35
Case468,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 23:31:21,162,2,2018-12-06 22:51:06
Case423,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 23:35:37,163,1,2018-12-06 22:52:54
Case454,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-06 23:51:08,163,4,2018-12-06 23:08:30
Case423,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 00:18:16,163,0,2018-12-06 23:35:55
Case498,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 00:37:25,163,0,2018-12-06 23:53:08
Case499,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 00:37:49,164,2,2018-12-07 00:08:19
Case468,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 01:05:06,163,1,2018-12-07 00:21:42
Case499,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 01:23:04,163,2,2018-12-07 00:38:07
Case454,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 02:24:07,163,1,2018-12-07 01:41:27
Case500,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 02:36:08,164,0,2018-12-07 02:06:33
Case449,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 04:00:35,163,1,2018-12-07 03:17:51
Case501,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 09:01:08,164,2,2018-12-07 08:31:42
Case501,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 09:46:22,164,1,2018-12-07 09:01:26
Case502,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 10:05:30,165,2,2018-12-07 09:35:57
Case502,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 10:50:36,165,0,2018-12-07 10:05:45
Case503,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 11:10:17,166,2,2018-12-07 10:40:44
Case503,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 11:55:23,166,0,2018-12-07 11:10:33
Case504,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 12:16:48,167,2,2018-12-07 11:47:15
Case505,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 12:28:53,168,3,2018-12-07 11:59:20
Case449,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 12:58:54,168,0,2018-12-07 12:16:44
Case504,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 13:02:01,168,1,2018-12-07 12:17:06
Case505,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 13:14:06,168,2,2018-12-07 12:29:11
Case506,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 13:48:40,168,2,2018-12-07 13:19:11
Case506,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 14:33:53,168,1,2018-12-07 13:48:58
Case507,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 15:08:20,169,0,2018-12-07 14:38:46
Case508,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 19:02:22,169,2,2018-12-07 18:32:51
Case508,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-07 19:47:33,169,0,2018-12-07 19:02:40
Case468,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 04:48:40,169,1,2018-12-08 04:05:43
Case509,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 05:00:25,170,0,2018-12-08 04:30:55
Case510,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 05:24:48,171,1,2018-12-08 04:55:18
Case511,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 07:51:27,170,0,2018-12-08 07:21:58
Case512,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 08:55:38,170,2,2018-12-08 08:26:34
Case513,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 09:38:40,171,2,2018-12-08 09:09:23
Case512,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 09:40:16,170,0,2018-12-08 08:55:56
Case513,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 10:23:05,171,1,2018-12-08 09:38:58
Case514,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 13:47:26,172,0,2018-12-08 13:17:58
Case515,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 14:43:56,172,0,2018-12-08 14:14:28
Case516,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 15:57:41,172,0,2018-12-08 15:28:13
Case517,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 16:21:56,173,2,2018-12-08 15:52:38
Case493,Request For Payment APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 16:33:23,172,0,2018-12-08 15:49:02
Case483,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 16:55:48,172,0,2018-12-08 16:12:08
Case517,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 17:06:31,172,0,2018-12-08 16:22:14
Case488,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 17:27:40,172,1,2018-12-08 16:43:55
Case518,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-12-08 18:31:51,172,0,2018-12-08 18:02:24
